Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Evaluar los recursos del área y capacity definiendo expectativas de performance, gestionando el monitoreo del desarrollo y de la productividad.;Administración Eficiente de los Recursos;;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Genérica;Transformación y mejora continua. Promover la innovación, transformación digital, uso intensivo de datos y mejora continua en los procesos y modelos de negocio.;Proyectos de transformación y Soluciones de problemas;;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Participación de cada subsegmento en la cartera activa;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Rentabilidad (margen / ROA / ROE) por tipo de empresa;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Penetración de productos por cliente empresa;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;NPS y tasa de satisfacción por canal de atención;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;% empresas con atención personalizada / autogestión digital;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Ratio vinculación (ingresos + egresos + crédito + seguros + pagos);Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;% empresas vinculadas a programas públicos o financiamiento especial;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Volumen de operaciones de comercio exterior (USD y cantidad);Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Tiempo medio de procesamiento por tipo de operación;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Participación en financiamiento al comercio exterior (en el sistema);Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Cobertura y uso de corresponsales activos;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;NPS de clientes empresas internacionales;Propuesta de Valor Segmento Empresas;20;;;;;
Segmento Empresas;SGP Clientes;SG;SGP Negocio > Segmento Empresas;2;4;Sí;Táctico-Estratégico;Liderar la estrategia del negocio de Empresas, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Maximizar el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Empresas.;Indicador;Cumplimiento normativo (AML/CFT y BCRA);Propuesta de Valor Segmento Empresas;20;;;;;
